"Rank","Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Revenue"
7466,"Spy Hunter","GC",2002,"Racing","Midway Games",0.16,0.04,0,0.01,0.2,"0"
7467,"Warriors Orochi","PSP",2008,"Action","Tecmo Koei",0.02,0,0.18,0,0.2,"0"
7468,"Dead to Rights II","PS2",2005,"Shooter","Electronic Arts",0.1,0.08,0,0.03,0.2,"0"
7469,"Super Dodge Ball Advance","GBA",2001,"Sports","Ubisoft",0.14,0.05,0,0,0.2,"0"
7470,"Ogre Battle Saga Episode Five: The March of the Black Queen","PS",1996,"Role-Playing","ArtDink",0.06,0.04,0.09,0.01,0.2,"0"
7471,"Ridge Racer 6","X360",2005,"Racing","Namco Bandai Games",0.1,0.02,0.07,0.01,0.2,"0"
7472,"Angry Birds Star Wars","PS4",2013,"Strategy","Activision",0.1,0.08,0,0.03,0.2,"0"
7473,"Ni Hao, Kai-lan: New Year's Celebration","DS",2009,"Misc","Take-Two Interactive",0.19,0,0,0.01,0.2,"0"
7474,"Press Your Luck 2010 Edition","DS",2009,"Misc","Ubisoft",0.19,0,0,0.01,0.2,"0"
7475,"Treasure World","DS",2009,"Simulation","Aspyr",0.19,0,0,0.01,0.2,"0"
7476,"Front Mission Evolved","X360",2010,"Shooter","Square Enix",0.1,0.07,0.02,0.02,0.2,"0"
7477,"Body and Brain Connection","X360",2010,"Misc","Namco Bandai Games",0.1,0.08,0,0.02,0.2,"0"
7478,"MDK","PS",1997,"Shooter","Interplay",0.11,0.08,0,0.01,0.2,"0"
7479,"Monster Jam","X360",2007,"Racing","Activision",0.18,0,0,0.02,0.2,"0"
7480,"Afro Samurai","PS3",2009,"Action","Atari",0.12,0.05,0,0.03,0.2,"0"
7481,"Rock Band Track Pack: Classic Rock","PS2",2009,"Misc","MTV Games",0.1,0.08,0,0.03,0.2,"0"
7482,"Zone of the Enders HD Collection","X360",2012,"Simulation","Konami Digital Entertainment",0.14,0.04,0.01,0.02,0.2,"0"
7483,"Ty the Tasmanian Tiger 2: Bush Rescue","GC",2004,"Platform","Electronic Arts",0.15,0.04,0,0.01,0.2,"0"
7484,"Speed Punks","PS",1998,"Racing","Sony Computer Entertainment",0.11,0.08,0,0.01,0.2,"0"
7485,"The Legend of Heroes VII: The Trail of Blue","PSP",2011,"Role-Playing","Falcom Corporation",0,0,0.2,0,0.2,"0"
7486,"No More Heroes: Heroes' Paradise","PS3",2010,"Action","Konami Digital Entertainment",0.1,0.04,0.04,0.02,0.2,"0"
7487,"Mahjongg Mysteries: Ancient Egypt","DS",2010,"Puzzle","Avanquest",0.07,0.11,0,0.02,0.2,"0"
7488,"Saints Row IV","XOne",2015,"Action","Deep Silver",0.1,0.09,0,0.02,0.2,"0"
7489,"Injustice: Gods Among Us","WiiU",2013,"Fighting","Warner Bros. Interactive Entertainment",0.1,0.08,0,0.02,0.2,"0"
7490,"MVP Baseball 2003","XB",2003,"Sports","Electronic Arts",0.15,0.04,0,0.01,0.2,"0"
7491,"CSI: Unsolved!","DS",2010,"Adventure","Ubisoft",0.13,0.06,0,0.02,0.2,"0"
7492,"Star Wars: Battlefront","PC",2004,"Shooter","LucasArts",0.06,0.12,0,0.02,0.2,"0"
7493,"NCAA Final Four 2004","PS2",2003,"Sports","Sony Computer Entertainment",0.1,0.08,0,0.03,0.2,"0"
7494,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe","XB",2005,"Action","Disney Interactive Studios",0.15,0.04,0,0.01,0.2,"0"
7495,"Tigger's Honey Hunt","N64",2000,"Platform","Ubisoft",0.16,0.04,0,0,0.2,"0"
7496,"Roadsters 99","N64",1999,"Racing","Titus",0.06,0.13,0,0.01,0.2,"0"
7497,"Magical Tetris Challenge","N64",1997,"Puzzle","Activision",0.13,0.02,0.05,0,0.2,"0"
7498,"Twisted Edge Extreme Snowboarding","N64",1998,"Sports","Kemco",0.16,0.04,0,0,0.2,"0"
7499,"Disney's Tarzan","N64",2000,"Platform","Activision",0.16,0.04,0,0,0.2,"0"
7500,"South Park Rally","N64",2000,"Racing","Acclaim Entertainment",0.16,0.04,0,0,0.2,"0"
7501,"Body Harvest","N64",1998,"Shooter","Gremlin Interactive Ltd",0.16,0.04,0,0,0.2,"0"
7502,"San Francisco Rush 2049","N64",2000,"Racing","Midway Games",0.16,0.04,0,0,0.2,"0"
7503,"Super Robot Taisen 64","N64",1999,"Strategy","Banpresto",0,0,0.2,0,0.2,"0"
7504,"Snowboard Kids","N64",1996,"Sports","Atlus",0.16,0.04,0,0,0.2,"0"
7505,"NBA 07","PSP",2006,"Sports","Sony Computer Entertainment",0.18,0,0,0.02,0.2,"0"
7506,"IHRA Drag Racing 2004","XB",2003,"Racing","Bethesda Softworks",0.15,0.04,0,0.01,0.2,"0"
7507,"Shining Hearts","PSP",2010,"Role-Playing","Sega",0,0,0.2,0,0.2,"0"
7508,"Magical ZhuZhu Princess: Carriages & Castles","DS",2011,"Simulation","Activision",0.14,0.04,0,0.02,0.2,"0"
7509,"Code of Princess","3DS",2012,"Action","Agatsuma Entertainment",0.16,0,0.03,0.01,0.2,"0"
7510,"Tomb Raider: Underworld","DS",2008,"Action","Eidos Interactive",0.16,0.03,0,0.02,0.2,"0"
7511,"The Con","PSP",2005,"Fighting","Sony Computer Entertainment",0.18,0,0,0.02,0.2,"0"
7512,"Tony Hawk's Pro Skater 5","PS4",2015,"Sports","Activision",0.09,0.08,0,0.03,0.2,"0"
7513,"Jissen Pachi-Slot Hisshouhou! Aladdin A","PS2",2002,"Misc","Sammy Corporation",0,0,0.2,0,0.2,"0"
7514,"Namco Museum: 50th Anniversary","GBA",2005,"Misc","Namco Bandai Games",0.14,0.05,0,0,0.2,"0"
7515,"Ford Racing Off Road","PS2",2008,"Racing","Xplosiv",0.1,0.08,0,0.03,0.2,"0"
7516,"The Witch and the Hundred Knight","PS3",2013,"Role-Playing","Nippon Ichi Software",0.06,0.02,0.1,0.01,0.2,"0"
7517,"Nobunaga no Yabou: Reppuuden","PS",1999,"Strategy","Tecmo Koei",0,0,0.19,0.01,0.2,"0"
7518,"Hot Wheels: Track Attack","Wii",2010,"Racing","THQ",0.15,0.04,0,0.01,0.2,"0"
7519,"Schlag den Raab","Wii",2010,"Misc","Namco Bandai Games",0,0.17,0,0.03,0.2,"0"
7520,"UFC Personal Trainer: The Ultimate Fitness System","PS3",2011,"Sports","THQ",0.08,0.09,0,0.04,0.2,"0"
7521,"Total War: Shogun 2 - Fall of the Samurai","PC",2012,"Strategy","Sega",0.07,0.1,0,0.03,0.2,"0"
7522,"The BIGS 2","PS2",2009,"Sports","Take-Two Interactive",0.1,0.08,0,0.03,0.2,"0"
7523,"Mat Hoffman's Pro BMX 2","XB",2002,"Sports","Activision",0.15,0.04,0,0.01,0.2,"0"
7524,"Treasure Hunter G","SNES",1996,"Role-Playing","SquareSoft",0,0,0.2,0,0.2,"0"
7525,"Untold Legends: Dark Kingdom","PS3",2006,"Role-Playing","Electronic Arts",0.14,0.02,0.02,0.02,0.2,"0"
7526,"From Russia With Love","XB",2005,"Action","Electronic Arts",0.15,0.04,0,0.01,0.2,"0"
7527,"Wing Arms","SAT",1994,"Shooter","Sega",0,0,0.2,0,0.2,"0"
7528,"Pro Yaky? Spirits 2013","PS3",2013,"Sports","Konami Digital Entertainment",0,0,0.2,0,0.2,"0"
7529,"We Wish You A Merry Christmas","Wii",2009,"Action","Destineer",0.14,0.04,0,0.02,0.2,"0"
7530,"BioShock The Collection","PS4",2016,"Shooter","Take-Two Interactive",0.05,0.11,0.01,0.03,0.2,"0"
7531,"DanceDanceRevolution","PS3",2010,"Simulation","Konami Digital Entertainment",0.12,0.05,0,0.02,0.2,"0"
7532,"Cabela's Big Game Hunter (2008)","PS2",2007,"Sports","Activision Value",0.1,0.08,0,0.03,0.2,"0"
7533,"Grandia II","DC",2000,"Role-Playing","Ubisoft",0,0,0.2,0,0.2,"0"
7534,"Namco Museum Vol.4","PS",1996,"Misc","Sony Computer Entertainment",0.02,0.01,0.16,0.01,0.2,"0"
7535,"The Cheetah Girls: Passport to Stardom","DS",2008,"Misc","Disney Interactive Studios",0.18,0,0,0.01,0.2,"0"
7536,"UFC Personal Trainer: The Ultimate Fitness System","Wii",2011,"Sports","THQ",0.12,0.06,0,0.02,0.2,"0"
7537,"How to Train Your Dragon 2","X360",2014,"Adventure","Little Orbit",0.05,0.13,0,0.02,0.2,"0"
7538,"Shark Tale","XB",2004,"Action","Activision",0.15,0.04,0,0.01,0.2,"0"
7539,"NFL Street 2","GC",2004,"Sports","Electronic Arts",0.15,0.04,0,0.01,0.2,"0"
7540,"Pro Yaky? Spirits 2013","PSP",2013,"Sports","Konami Digital Entertainment",0,0,0.2,0,0.2,"0"
7541,"Teenage Mutant Ninja Turtles 3: Mutant Nightmare","PS2",2005,"Action","Konami Digital Entertainment",0.1,0.08,0,0.03,0.2,"0"
7542,"My Secret World by Imagine","DS",2008,"Misc","Ubisoft",0,0.2,0,0,0.2,"0"
7543,"Soldier of Fortune: Payback","X360",2007,"Shooter","Activision",0.18,0.01,0,0.01,0.2,"0"
7544,"Ridge Racer","PSV",2011,"Racing","Namco Bandai Games",0.04,0.08,0.05,0.03,0.2,"0"
7545,"Bleach: The 3rd Phantom","DS",2008,"Role-Playing","Sega",0.1,0.02,0.07,0.01,0.2,"0"
7546,"Gladius","PS2",2003,"Strategy","Activision",0.1,0.08,0,0.03,0.2,"0"
7547,"Family Feud: 2012 Edition","Wii",2011,"Misc","Ubisoft",0.19,0,0,0.01,0.2,"0"
7548,"Dave Mirra Freestyle BMX 2","XB",2001,"Sports","Acclaim Entertainment",0.15,0.04,0,0.01,0.2,"0"
7549,"Spore Hero Arena","DS",2009,"Simulation","Electronic Arts",0.18,0,0,0.01,0.2,"0"
7550,"Pro Yaky? Spirits 2012","PSP",2012,"Sports","Konami Digital Entertainment",0,0,0.2,0,0.2,"0"
7551,"Puzzle & Dragons X: God Chapter / Dragon Chapter","3DS",2016,"Action","GungHo",0,0,0.2,0,0.2,"0"
7552,"SpongeBob SquarePants: Revenge of the Flying Dutchman","GC",2002,"Platform","THQ",0.15,0.04,0,0.01,0.2,"0"
7553,"Record of Agarest War","X360",2008,"Role-Playing","Compile Heart",0.18,0,0.01,0.01,0.2,"0"
7554,"Baja: Edge of Control","X360",2008,"Racing","THQ",0.12,0.06,0,0.02,0.2,"0"
7555,"Sid Meier's Pirates!","PSP",2007,"Strategy","Take-Two Interactive",0.16,0.01,0,0.02,0.2,"0"
7556,"Taiko no Tatsujin: Go! Go! Godaime","PS2",2004,"Misc","Namco Bandai Games",0,0,0.2,0,0.2,"0"
7557,"Taiko Drum Master","PS2",2004,"Misc","Namco Bandai Games",0.1,0.08,0,0.03,0.2,"0"
7558,"High School Musical 3: Senior Year DANCE!","X360",2008,"Misc","Disney Interactive Studios",0.18,0,0,0.01,0.2,"0"
7559,"Harry Potter and the Goblet of Fire","PSP",2005,"Action","Electronic Arts",0.17,0.01,0,0.02,0.2,"0"
7560,"Bust-A-Move 2 Arcade Edition","PS",1995,"Puzzle","Acclaim Entertainment",0.11,0.07,0,0.01,0.2,"0"
7561,"South Park: The Stick of Truth","PC",2014,"Role-Playing","Ubisoft",0.07,0.1,0,0.02,0.2,"0"
7562,"Tom Clancy's Splinter Cell: Essentials","PSP",2006,"Shooter","Ubisoft",0.17,0.01,0,0.02,0.2,"0"
7563,"Tetris Worlds (Online Edition)","XB",2003,"Puzzle","THQ",0.15,0.04,0,0.01,0.2,"0"
7564,"Armored Core 4","PS3",2006,"Simulation","505 Games",0.09,0,0.09,0.01,0.2,"0"
7565,"Sleeping Dogs","XOne",2014,"Action","Square Enix",0.1,0.09,0,0.02,0.2,"0"
7566,"Forgotten Realms: Demon Stone","PS2",2004,"Action","Atari",0.1,0.08,0,0.03,0.2,"0"
7567,"Super Baseball Simulator 1.000","SNES",1991,"Sports","Culture Brain",0,0,0.2,0,0.2,"0"
7568,"Barbie Horse Adventures: Riding Camp","Wii",2008,"Sports","Activision",0.18,0,0,0.01,0.2,"0"
7569,"Resident Evil: Revelations","WiiU",2013,"Action","Capcom",0.07,0.08,0.03,0.01,0.2,"0"
7570,"Go Play: Lumberjacks","Wii",2009,"Simulation","Majesco Entertainment",0.18,0,0,0.01,0.2,"0"
7571,"Looney Tunes: Space Race","PS2",2002,"Racing","Infogrames",0.1,0.08,0,0.03,0.2,"0"
7572,"Puzzle Challenge: Crosswords and More!","PSP",2006,"Puzzle","Crave Entertainment",0.18,0,0,0.01,0.2,"0"
7573,"NASCAR Unleashed","Wii",2011,"Racing","Activision",0.18,0,0,0.01,0.2,"0"
7574,"Backyard Hockey","GBA",2003,"Sports","Atari",0.14,0.05,0,0,0.2,"0"
7575,"Playboy: The Mansion","PS2",2005,"Simulation","Ubisoft",0.1,0.08,0,0.03,0.2,"0"
7576,"Jikkyou Powerful Pro Yakyuu 2010","PSP",2010,"Sports","Konami Digital Entertainment",0,0,0.2,0,0.2,"0"
7577,"Shiren the Wanderer","Wii",2008,"Role-Playing","Sega",0.08,0,0.11,0.01,0.2,"0"
7578,"Ore no Shikabane o Koete Yuke","PSP",2011,"Role-Playing","Sony Computer Entertainment",0,0,0.2,0,0.2,"0"
7579,"Shaman King: Spirit of Shamans","PS",2002,"Action","Namco Bandai Games",0,0,0.18,0.01,0.2,"0"
7580,"Tiger Woods PGA Tour 06","PSP",2005,"Sports","Electronic Arts",0.18,0,0,0.01,0.2,"0"
7581,"Conan","X360",2007,"Action","THQ",0.16,0.02,0,0.02,0.2,"0"
7582,"Ratatouille","GBA",2007,"Action","THQ",0.14,0.05,0,0,0.2,"0"
7583,"The Fairly Odd Parents: Enter the Cleft","GBA",2002,"Platform","THQ",0.14,0.05,0,0,0.2,"0"
7584,"Warriors Orochi","X360",2007,"Action","Tecmo Koei",0.17,0.01,0,0.02,0.2,"0"
7585,"MC Groovz Dance Craze","GC",2004,"Misc","Mad Catz",0.15,0.04,0,0.01,0.2,"0"
7586,"The Thing","XB",2002,"Adventure","Vivendi Games",0.15,0.04,0,0.01,0.2,"0"
7587,"Tom and Jerry in House Trap","PS",2000,"Action","Ubisoft",0.11,0.07,0,0.01,0.2,"0"
7588,"Power Rangers: Time Force","GBA",2001,"Action","THQ",0.14,0.05,0,0,0.2,"0"
7589,"101-in-1 Explosive Megamix","DS",2008,"Puzzle","Nordcurrent",0.05,0.13,0,0.02,0.2,"0"
7590,"X-Men Origins: Wolverine","DS",2009,"Action","Activision",0.15,0.03,0,0.02,0.2,"0"
7591,"Jikkyou Powerful Pro Yakyuu 2011","PSP",2011,"Sports","Konami Digital Entertainment",0,0,0.2,0,0.2,"0"
7592,"DS Kageyama Method: Dennou Hanpuku - Masu x Masu Hyaku Masu Keisan","DS",2006,"Misc","Shogakukan",0,0,0.2,0,0.2,"0"
7593,"Baldur's Gate: Dark Alliance","XB",2002,"Role-Playing","Virgin Interactive",0.15,0.04,0,0.01,0.2,"0"
7594,"Family Guy","PSP",2006,"Action","Take-Two Interactive",0.18,0,0,0.02,0.2,"0"
7595,"Prince of Persia: Warrior Within","GC",2004,"Action","Ubisoft",0.15,0.04,0,0.01,0.2,"0"
7596,"UFC: Tapout","XB",2002,"Fighting","Crave Entertainment",0.14,0.05,0,0.01,0.2,"0"
7597,"Aikatsu! Cinderella Lesson","3DS",2012,"Role-Playing","Namco Bandai Games",0,0,0.2,0,0.2,"0"
7598,"Marvel Super Hero Squad: Comic Combat","Wii",2011,"Action","THQ",0.15,0.03,0,0.01,0.2,"0"
7599,"Mega Man Legacy Collection","3DS",2016,"Platform","Capcom",0.13,0,0.05,0.02,0.2,"0"
7600,"Predator: Concrete Jungle","PS2",2005,"Action","Vivendi Games",0.1,0.07,0,0.03,0.2,"0"
7601,"Beyblade: Metal Fusion - Battle Fortress","Wii",2009,"Action","Konami Digital Entertainment",0.15,0,0.03,0.01,0.2,"0"
7602,"WipeOut 3 The Game","3DS",2012,"Action","Activision",0.18,0,0,0.01,0.2,"0"
7603,"Big Mutha Truckers 2","PS2",2005,"Racing","Xplosiv",0.1,0.07,0,0.03,0.2,"0"
7604,"Shutter Island","PC",2009,"Adventure","Merscom LLC",0,0.17,0,0.03,0.2,"0"
7605,"The Naked Brothers Band: The Video Game","DS",2008,"Misc","THQ",0.18,0,0,0.01,0.2,"0"
7606,"Demon Gaze","PSV",2013,"Role-Playing","Nippon Ichi Software",0.06,0.03,0.08,0.02,0.2,"0"
7607,"Zombie Army Trilogy","PS4",2015,"Shooter","Rebellion Developments",0.04,0.12,0,0.03,0.2,"0"
7608,"NHL FaceOff 2001","PS2",2001,"Sports","Sony Computer Entertainment",0.1,0.07,0,0.02,0.2,"0"
7609,"Mana Khemia 2: Fall of Alchemy","PS2",2008,"Role-Playing","Gust",0.07,0.05,0.05,0.02,0.2,"0"
7610,"The Great Escape","PS2",2003,"Action","SCi",0.1,0.07,0,0.02,0.2,"0"
7611,"Dexter's Lab Chess Challenge","GBA",2002,"Misc","BAM! Entertainment",0.14,0.05,0,0,0.2,"0"
7612,"Nostalgia","DS",2008,"Role-Playing","Tecmo Koei",0.16,0,0.02,0.01,0.19,"0"
7613,"DiRT Showdown","PS3",2012,"Racing","Codemasters",0.02,0.13,0,0.04,0.19,"0"
7614,"Iron Chef America: Supreme Cuisine","DS",2008,"Simulation","Destineer",0.18,0,0,0.01,0.19,"0"
7615,"Arcade Shooting Gallery","Wii",2008,"Shooter","Zoo Games",0.18,0,0,0.01,0.19,"0"
7616,"The Rise of the Argonauts","PS3",2008,"Role-Playing","Codemasters",0.05,0.12,0,0.03,0.19,"0"
7617,"Big Mutha Truckers","XB",2002,"Racing","Empire Interactive",0.15,0.04,0,0.01,0.19,"0"
7618,"ESA Foundation Compilation","PS2",2005,"Misc","Sony Computer Entertainment",0.1,0.07,0,0.02,0.19,"0"
7619,"The Hobbit","GBA",2003,"Platform","Vivendi Games",0.14,0.05,0,0,0.19,"0"
7620,"The King of Fighters XI","PS2",2006,"Fighting","Ignition Entertainment",0.07,0.06,0.04,0.02,0.19,"0"
7621,"Ninja Gaiden 3","WiiU",2012,"Action","Nintendo",0.15,0.03,0,0.02,0.19,"0"
7622,"Metro: Last Light","PC",2013,"Action","Deep Silver",0.06,0.11,0,0.02,0.19,"0"
7623,"Dragon Ball Z: Idainaru Dragon Ball Densetsu","PS",1996,"Fighting","Namco Bandai Games",0,0,0.18,0.01,0.19,"0"
7624,"Silent Hill HD Collection","X360",2012,"Action","Konami Digital Entertainment",0.11,0.06,0.01,0.02,0.19,"0"
7625,"Bound By Flame","PS4",2014,"Role-Playing","Focus Home Interactive",0.07,0.08,0,0.04,0.19,"0"
7626,"Conflict: Denied Ops","X360",2008,"Shooter","Eidos Interactive",0.08,0.09,0,0.02,0.19,"0"
7627,"Saw II: Flesh & Blood","PS3",2010,"Action","Konami Digital Entertainment",0.1,0.07,0,0.03,0.19,"0"
7628,"Ice Age: Dawn of the Dinosaurs","PS3",2009,"Action","Activision",0.13,0.04,0,0.02,0.19,"0"
7629,"Sniper Elite","PS2",2005,"Shooter","Ubisoft",0.1,0.07,0,0.02,0.19,"0"
7630,"Arc Rise Fantasia","Wii",2009,"Role-Playing","Marvelous Interactive",0.13,0,0.06,0.01,0.19,"0"
7631,"Ni Hao, Kai-lan: Super Game Day","Wii",2009,"Misc","Take-Two Interactive",0.18,0,0,0.01,0.19,"0"
7632,"Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS","DS",2005,"Action","Sega",0,0,0.19,0,0.19,"0"
7633,"Dynasty Warriors: Gundam 2","X360",2008,"Action","Namco Bandai Games",0.07,0.03,0.08,0.01,0.19,"0"
7634,"Petz Pony: Beauty Pageant","DS",2009,"Simulation","Ubisoft",0.18,0,0,0.01,0.19,"0"
7635,"Parlor! Mini 4","SNES",1996,"Misc","Nippon Telenet",0,0,0.19,0,0.19,"0"
7636,"Breath of Fire II","GBA",2001,"Role-Playing","Ubisoft",0.14,0.05,0,0,0.19,"0"
7637,"The Spiderwick Chronicles","Wii",2008,"Action","Vivendi Games",0.17,0.01,0,0.01,0.19,"0"
7638,"Danganronpa 2: Goodbye Despair","PSP",2012,"Misc","Spike",0,0,0.19,0,0.19,"0"
7639,"Aliens vs Predator","PC",2010,"Shooter","Sega",0,0.17,0,0.02,0.19,"0"
7640,"Ice Age 2: The Meltdown","GC",2006,"Platform","Vivendi Games",0.15,0.04,0,0.01,0.19,"0"
7641,"Steins;Gate","PSP",2011,"Adventure","Kadokawa Shoten",0,0,0.19,0,0.19,"0"
7642,"Enchanted Arms","X360",2006,"Role-Playing","Ubisoft",0.16,0.02,0,0.02,0.19,"0"
7643,"Dinotopia: The Timestone Pirates","GBA",2002,"Action","TDK Core",0.14,0.05,0,0,0.19,"0"
7644,"Power Pro Kun Pocket 12","DS",2009,"Sports","Konami Digital Entertainment",0,0,0.19,0,0.19,"0"
7645,"J-League Jikkyou Winning Eleven 3","PS",1997,"Sports","Konami Digital Entertainment",0,0,0.18,0.01,0.19,"0"
7646,"The Sims 4: Get Together","PC",2015,"Simulation","Electronic Arts",0.05,0.13,0,0.01,0.19,"0"
7647,"Jissen Pachi-Slot Hisshouhou","SNES",1993,"Misc","Sammy Corporation",0,0,0.19,0,0.19,"0"
7648,"Pac-Man & Galaga Dimensions","3DS",2011,"Misc","Namco Bandai Games",0.1,0.04,0.04,0.01,0.19,"0"
7649,"Quantum Theory","PS3",2010,"Shooter","Tecmo Koei",0.05,0.09,0.02,0.03,0.19,"0"
7650,"Manhunt","XB",2004,"Action","Take-Two Interactive",0.14,0.04,0,0.01,0.19,"0"
7651,"NCAA Final Four 2003","PS2",2002,"Sports","Sony Computer Entertainment",0.09,0.07,0,0.02,0.19,"0"
7652,"Air Conflicts: Secret Wars","PS3",2011,"Simulation","bitComposer Games",0.1,0.06,0,0.03,0.19,"0"
7653,"Rio","Wii",2011,"Misc","THQ",0.14,0.04,0,0.01,0.19,"0"
7654,"Dream Salon","DS",2009,"Misc","Zoo Digital Publishing",0.18,0,0,0.01,0.19,"0"
7655,"Scene It? Twilight","DS",2010,"Misc","Konami Digital Entertainment",0.11,0.07,0,0.02,0.19,"0"
7656,"Disgaea DS","DS",2008,"Role-Playing","Square Enix",0.11,0.02,0.05,0.01,0.19,"0"
7657,"Peter Jackson's King Kong: The Official Game of the Movie","PSP",2005,"Action","Ubisoft",0.16,0.01,0,0.02,0.19,"0"
7658,"Space Invaders Extreme 2","DS",2009,"Shooter","Square Enix",0.17,0.01,0,0.01,0.19,"0"
7659,"X-Men Origins: Wolverine","PSP",2009,"Action","Activision",0.13,0.03,0,0.03,0.19,"0"
7660,"Great Phoenix Wright: Ace Attorney - Naruhodou Ryuunosuke no Bouken","3DS",2015,"Action","Capcom",0,0,0.19,0,0.19,"0"
7661,"Mystery Tales of Time Travel","DS",2010,"Puzzle","Foreign Media Games",0.01,0.16,0,0.02,0.19,"0"
7662,"J-League Excite Stage '96","SNES",1996,"Sports","Epoch",0,0,0.19,0,0.19,"0"
7663,"Risen","X360",2009,"Role-Playing","Deep Silver",0.07,0.11,0,0.01,0.19,"0"
7664,"Hidden Mysteries: Vampire Secrets","DS",2010,"Adventure","Astragon",0.06,0.11,0,0.02,0.19,"0"
7665,"New Love Plus","3DS",2012,"Simulation","Konami Digital Entertainment",0,0,0.19,0,0.19,"0"
7666,"Final Fantasy XI","X360",2006,"Role-Playing","Square Enix",0.17,0.01,0,0.01,0.19,"0"
7667,"Breath of Fire: Dragon Quarter","PS2",2002,"Role-Playing","Capcom",0.09,0.07,0,0.02,0.19,"0"
7668,"Jikkyou J-League Perfect Striker","N64",1996,"Sports","Konami Digital Entertainment",0,0,0.19,0,0.19,"0"
7669,"Dante's Inferno","PSP",2010,"Action","Electronic Arts",0.12,0.03,0.01,0.03,0.19,"0"
7670,"Shrek: Forever After","PS3",2010,"Platform","Activision",0.16,0.02,0,0.02,0.19,"0"
7671,"Rock Band Country Track Pack","PS3",2009,"Misc","MTV Games",0.18,0,0,0.01,0.19,"0"
7672,"Super Robot Taisen: Scramble Commander","PS2",2003,"Strategy","Banpresto",0,0,0.19,0,0.19,"0"
7673,"Re-Volt","PS",1998,"Racing","Acclaim Entertainment",0.11,0.07,0,0.01,0.19,"0"
7674,"Conception II: Children of the Seven Stars","PSV",2013,"Role-Playing","Screenlife",0.13,0,0.04,0.02,0.19,"0"
7675,"Descent","PS",1996,"Shooter","Interplay",0.11,0.07,0,0.01,0.19,"0"
7676,"Supreme Commander 2","PC",2010,"Strategy","Square Enix",0,0.15,0,0.04,0.19,"0"
7677,"DanceMasters","X360",2010,"Misc","Konami Digital Entertainment",0.15,0.02,0.02,0.01,0.19,"0"
7678,"50 Cent: Blood on the Sand","PS3",2009,"Shooter","THQ",0.1,0.06,0.01,0.03,0.19,"0"
7679,"Disney's Magical Mirror Starring Mickey Mouse","GC",2002,"Adventure","Nintendo",0.15,0.04,0,0.01,0.19,"0"
7680,"Need for Speed: The Run","3DS",2011,"Action","Electronic Arts",0.09,0.09,0,0.02,0.19,"0"
7681,"Jeep Thrills","Wii",2008,"Racing","Zoo Digital Publishing",0.18,0,0,0.01,0.19,"0"
7682,"Conflict: Denied Ops","PS3",2008,"Shooter","Eidos Interactive",0.05,0.1,0,0.03,0.19,"0"
7683,"FaceBreaker","X360",2008,"Fighting","Electronic Arts",0.15,0.02,0,0.02,0.19,"0"
7684,"Major League Baseball 2K12","PS3",2012,"Sports","Take-Two Interactive",0.18,0,0,0.01,0.19,"0"
7685,"Might & Magic: Clash of Heroes","DS",2009,"Role-Playing","Ubisoft",0.16,0.02,0,0.01,0.19,"0"
7686,"Avatar: The Last Airbender - Into the Inferno","Wii",2008,"Adventure","THQ",0.17,0.01,0,0.01,0.19,"0"
7687,"IHRA Professional Drag Racing 2005","PS2",2004,"Racing","Bethesda Softworks",0.09,0.07,0,0.02,0.19,"0"
7688,"Mace Griffin: Bounty Hunter","PS2",2003,"Shooter","Electronic Arts",0.09,0.07,0,0.02,0.19,"0"
7689,"Legacy of Kain: Defiance","XB",2003,"Action","Eidos Interactive",0.14,0.04,0,0.01,0.19,"0"
7690,"Story of Seasons: Good Friends of the Three Villages","3DS",2016,"Simulation","Marvelous Interactive",0,0,0.19,0,0.19,"0"
7691,"Chaotic: Shadow Warriors","Wii",2009,"Action","Activision",0.18,0,0,0.01,0.19,"0"
7692,"Majin and the Forsaken Kingdom","X360",2010,"Adventure","Namco Bandai Games",0.14,0.03,0,0.01,0.19,"0"
7693,"Trivial Pursuit unhinged","PS2",2004,"Misc","Atari",0.09,0.07,0,0.02,0.19,"0"
7694,"Tales of the World: Narikiri Dungeon 2","GBA",2002,"Role-Playing","Namco Bandai Games",0,0,0.19,0,0.19,"0"
7695,"Spider-Man: Shattered Dimensions","DS",2010,"Action","Activision",0.17,0.01,0,0.01,0.19,"0"
7696,"Aliens versus Predator: Extinction","PS2",2003,"Strategy","Electronic Arts",0.09,0.07,0,0.02,0.19,"0"
7697,"Plants vs. Zombies","PS3",2011,"Strategy","PopCap Games",0.18,0,0,0.01,0.19,"0"
7698,"NBA Live 14","XOne",2013,"Sports","Electronic Arts",0.16,0.02,0,0.01,0.19,"0"
7699,"Silent Scope 2: Dark Silhouette","PS2",2001,"Shooter","Konami Digital Entertainment",0.09,0.07,0,0.02,0.19,"0"
7700,"Dave Mirra Freestyle BMX 2","GBA",2001,"Sports","Acclaim Entertainment",0.14,0.05,0,0,0.19,"0"
7701,"Jikkyou Powerful Pro Yakyuu '96 Kaimakuban","SNES",1996,"Sports","Konami Digital Entertainment",0,0,0.19,0,0.19,"0"
